"band","event_date","species_name","age_description","sex_description"
"B88003039923","5/1/01","Least Flycatcher","After Hatching Year","Unknown"
"B87883990268","9/26/09","Yellow-bellied Flycatcher","After Hatching Year","Unknown"
"B87884219147","11/29/04","Plumbeous Vireo","Hatching Year","Unknown"
"B87884219298","11/27/04","Cassin's Vireo","Hatching Year","Unknown"
"B88003762640","3/6/95","Acadian Flycatcher","After Hatching Year","Unknown"
"B88013930001","9/28/96","Traill's Flycatcher","After Hatching Year","Unknown"
"B88013930083","10/1/96","Traill's Flycatcher","Hatching Year","Unknown"
"B88013930169","9/26/96","Traill's Flycatcher","Hatching Year","Unknown"
"B88013930643","10/19/96","Traill's Flycatcher","Hatching Year","Unknown"
"B88013930729","10/17/96","Traill's Flycatcher","Hatching Year","Unknown"
"B88013930873","10/15/96","Traill's Flycatcher","Hatching Year","Unknown"
"B88013930880","10/15/96","Traill's Flycatcher","Hatching Year","Unknown"
"B88013930968","10/10/96","Traill's Flycatcher","Hatching Year","Unknown"
"B88013931040","10/17/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013931121","10/17/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013931203","10/17/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013931289","10/17/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013931363","10/15/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013931441","10/14/95","Barn Swallow","After Hatching Year","Male"
"B88013931528","10/14/95","Traill's Flycatcher","Unknown","Unknown"
"B88013931600","10/18/95","Eastern Wood-Pewee","After Hatching Year","Unknown"
"B88013931681","10/18/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013931833","10/17/95","Yellow-bellied Flycatcher","Hatching Year","Unknown"
"B88013931849","10/17/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013931923","10/17/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013932002","10/13/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013932088","10/13/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013932160","10/11/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013932241","10/11/95","Eastern Wood-Pewee","Hatching Year","Unknown"
"B88013932323","10/11/95","Eastern Wood-Pewee","After Hatching Year","Unknown"
"B88013932409","10/11/95","Yellow-bellied Flycatcher","After Hatching Year","Unknown"
"B88013932483","10/11/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013932562","10/11/95","Least Flycatcher","Hatching Year","Unknown"
"B88013932720","10/13/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013932801","10/13/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013932871","10/13/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013932883","10/13/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013932969","10/13/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013933043","10/21/95","Eastern Wood-Pewee","Hatching Year","Unknown"
"B88013933123","10/21/95","Eastern Wood-Pewee","Hatching Year","Unknown"
"B88013933361","10/19/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013933529","10/14/95","Eastern Wood-Pewee","After Hatching Year","Unknown"
"B88013934003","10/7/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013934089","10/7/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013934163","10/7/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013934244","10/5/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013934328","10/5/95","Yellow-bellied Flycatcher","Unknown","Unknown"
"B88013934400","10/5/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013934481","10/5/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013934563","10/5/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013934649","10/7/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013934723","10/7/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013934804","10/7/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013934874","10/7/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013934888","10/7/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013934960","10/7/95","Eastern Wood-Pewee","After Hatching Year","Unknown"
"B88013935041","10/23/94","Traill's Flycatcher","Hatching Year","Unknown"
"B88013935123","10/22/94","Traill's Flycatcher","After Hatching Year","Unknown"
"B88013935283","10/21/94","Traill's Flycatcher","Hatching Year","Unknown"
"B88013935365","10/20/94","Eastern Wood-Pewee","Hatching Year","Unknown"
"B88013935448","10/15/94","Acadian Flycatcher","Hatching Year","Unknown"
"B88013935520","2/19/92","Northern Rough-winged Swallow","After Hatching Year","Unknown"
"B88013935925","10/28/94","Eastern Wood-Pewee","After Hatching Year","Unknown"
"B88013936640","10/1/96","Traill's Flycatcher","Hatching Year","Unknown"
"B88013936721","10/1/96","Acadian Flycatcher","Hatching Year","Unknown"
"B88013936803","9/30/96","Eastern Wood-Pewee","After Hatching Year","Unknown"
"B88013936873","9/30/96","Traill's Flycatcher","Hatching Year","Unknown"
"B88013936889","9/30/96","Traill's Flycatcher","Hatching Year","Unknown"
"B88013936963","9/30/96","Traill's Flycatcher","Hatching Year","Unknown"
"B88013938168","4/2/96","Eastern Wood-Pewee","After Hatching Year","Unknown"
"B88013938248","11/9/95","Eastern Wood-Pewee","Hatching Year","Unknown"
"B88013938308","11/3/95","Eastern Wood-Pewee","Hatching Year","Unknown"
"B88013938401","11/1/95","Eastern Wood-Pewee","Hatching Year","Unknown"
"B88013938569","10/29/95","Eastern Wood-Pewee","Hatching Year","Unknown"
"B88013939129","10/20/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013939203","10/20/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013939289","10/20/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013939368","10/20/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013939440","10/19/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013939521","10/18/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013939689","10/28/95","Acadian Flycatcher","Hatching Year","Unknown"
"B88013939833","10/24/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013939849","10/24/95","Eastern Wood-Pewee","Hatching Year","Unknown"
"B88013939928","10/23/95","Eastern Wood-Pewee","Hatching Year","Unknown"
"B88013947208","12/11/99","Least Flycatcher","After Hatching Year","Unknown"
"B88013947361","12/10/99","Least Flycatcher","After Hatching Year","Unknown"
"B88013960088","9/26/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013960160","9/23/95","Traill's Flycatcher","After Hatching Year","Unknown"
"B88013960560","9/15/95","Traill's Flycatcher","After Hatching Year","Unknown"
"B88013960801","9/29/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013960871","10/2/95","Yellow-bellied Flycatcher","Hatching Year","Unknown"
"B88013960969","9/29/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013961606","9/19/95","Western Wood-Pewee","After Hatching Year","Unknown"
"B88013961768","9/19/95","Traill's Flycatcher","After Hatching Year","Unknown"
"B88013966009","10/9/95","Traill's Flycatcher","After Hatching Year","Unknown"
"B88013966086","10/9/95","Traill's Flycatcher","After Hatching Year","Unknown"
"B88013966166","10/9/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013966248","10/9/95","Traill's Flycatcher","After Hatching Year","Unknown"
"B88013966320","10/9/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013966646","10/10/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013966726","10/10/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013966878","10/10/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013966880","10/10/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013966961","10/10/95","Traill's Flycatcher","After Hatching Year","Unknown"
"B88013967043","9/30/95","Traill's Flycatcher","After Hatching Year","Unknown"
"B88013967129","9/30/95","Traill's Flycatcher","After Hatching Year","Unknown"
"B88013967206","9/28/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013967287","9/28/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013967368","9/28/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013967440","9/28/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013967603","10/5/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013967689","10/5/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013967766","10/5/95","Eastern Wood-Pewee","After Hatching Year","Unknown"
"B88013967928","10/1/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013968000","9/25/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013968081","9/25/95","Traill's Flycatcher","After Hatching Year","Unknown"
"B88013968303","9/24/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013968408","9/23/95","Traill's Flycatcher","After Hatching Year","Unknown"
"B88013968466","9/23/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013968560","9/23/95","Traill's Flycatcher","After Hatching Year","Unknown"
"B88013968628","9/27/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013968641","9/27/95","Traill's Flycatcher","After Hatching Year","Unknown"
"B88013968700","9/27/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013968809","9/27/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013968949","9/25/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013968968","9/27/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013969048","10/8/95","Traill's Flycatcher","After Hatching Year","Unknown"
"B88013969120","10/8/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013969201","10/7/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013969283","10/7/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013969369","10/7/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013969446","10/7/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013969529","10/7/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013969608","10/14/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013969761","10/14/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88013969831","10/12/95","Traill's Flycatcher","Hatching Year","Unknown"
"B88014029528","11/5/05","Yellow-throated Vireo","Hatching Year","Unknown"
"B87893146096","4/10/03","White-eyed Vireo","After Hatching Year","Unknown"
"B87893146491","5/15/02","Northern Beardless-Tyrannulet","After Hatching Year","Unknown"
"B88014370480","10/9/08","Red-eyed Vireo","Hatching Year","Unknown"
"B88014378784","3/15/06","Blue-headed Vireo","Second Year","Unknown"
"B88014934000","5/2/08","Yellow-throated Vireo","After Second Year","Female"
"B88014934323","5/24/07","Red-eyed Vireo","After Hatching Year","Unknown"
"B88014934404","5/23/07","Olive-sided Flycatcher","After Hatching Year","Unknown"
"B88014934488","5/23/07","Red-eyed Vireo","After Hatching Year","Unknown"
"B88764140008","9/7/85","Red-eyed Vireo","Hatching Year","Unknown"
"B88764140087","9/12/85","Yellow-green Vireo","After Hatching Year","Unknown"
"B88764140726","9/22/85","Red-eyed Vireo","After Hatching Year","Unknown"
"B88764140874","9/21/85","Red-eyed Vireo","After Hatching Year","Unknown"
"B88764140964","9/15/85","Yellow-green Vireo","After Hatching Year","Male"
"B88764141041","11/18/84","Yellow-throated Vireo","After Hatching Year","Unknown"
"B88764142001","9/30/84","Red-eyed Vireo","Hatching Year","Unknown"
"B88764142722","10/18/84","Red-eyed Vireo","Hatching Year","Unknown"
"B88764142878","10/16/84","Red-eyed Vireo","Hatching Year","Unknown"
"B88764142887","10/16/84","Yellow-green Vireo","Hatching Year","Unknown"
"B88764142966","9/30/84","Red-eyed Vireo","After Hatching Year","Unknown"
"B88764143447","10/14/82","Red-eyed Vireo","After Hatching Year","Unknown"
"B88764143928","10/4/83","Red-eyed Vireo","After Hatching Year","Unknown"
"B88764144007","10/17/81","Red-eyed Vireo","Hatching Year","Unknown"
"B88764144241","10/12/81","Red-eyed Vireo","After Hatching Year","Unknown"
"B88764144324","10/12/81","Red-eyed Vireo","Hatching Year","Unknown"
"B88764144404","10/1/81","Red-eyed Vireo","After Hatching Year","Unknown"
"B88764144488","10/3/81","Red-eyed Vireo","After Hatching Year","Unknown"
"B88764144567","9/22/81","Red-eyed Vireo","After Hatching Year","Unknown"
"B88764144724","11/7/81","Red-eyed Vireo","Hatching Year","Unknown"
"B88764144884","10/30/81","Red-eyed Vireo","Hatching Year","Unknown"
"B88764145127","9/15/83","Yellow-green Vireo","After Hatching Year","Unknown"
"B88764145361","10/29/82","Yellow-throated Vireo","After Hatching Year","Unknown"
"B88764145608","10/28/83","Red-eyed Vireo","Hatching Year","Unknown"
"B88764145844","10/25/83","Red-eyed Vireo","Hatching Year","Unknown"
"B88764145921","10/23/83","Red-eyed Vireo","Hatching Year","Unknown"
"B88764289099","1/29/84","Caribbean Elaenia","After Hatching Year","Unknown"
"B88764289686","1/30/84","Caribbean Elaenia","After Hatching Year","Unknown"
"B88764289764","1/29/84","Caribbean Elaenia","After Hatching Year","Unknown"
"B88764289817","1/29/84","Caribbean Elaenia","After Hatching Year","Unknown"
"B88764289834","1/29/84","Caribbean Elaenia","After Hatching Year","Unknown"
"B88764289842","1/29/84","Caribbean Elaenia","After Hatching Year","Unknown"
"B88764289896","1/29/84","Caribbean Elaenia","After Hatching Year","Unknown"
"B88764289974","1/29/84","Caribbean Elaenia","After Hatching Year","Unknown"
"B88764650247","10/7/88","Yellow-green Vireo","Hatching Year","Unknown"
"B88764650404","10/3/88","Yellow-green Vireo","Hatching Year","Unknown"
"B88764650565","9/23/88","Red-eyed Vireo","After Hatching Year","Unknown"
"B88764651046","10/25/87","Eastern Kingbird","Hatching Year","Unknown"
"B88764651125","10/21/87","Red-eyed Vireo","Hatching Year","Unknown"
"B88764651201","10/21/87","Red-eyed Vireo","Hatching Year","Unknown"
"B88764651446","10/9/87","Yellow-green Vireo","Hatching Year","Unknown"
"B88764651524","10/3/87","Yellow-green Vireo","After Hatching Year","Unknown"
"B88764651761","11/4/87","Red-eyed Vireo","Hatching Year","Unknown"
"B88764651848","10/26/87","Eastern Kingbird","Hatching Year","Unknown"
"B88764651927","10/26/87","Red-eyed Vireo","Hatching Year","Unknown"
"B88764652644","9/23/87","Red-eyed Vireo","After Hatching Year","Unknown"
"B88764653047","10/6/86","Red-eyed Vireo","Hatching Year","Unknown"
"B88764653126","9/28/86","Red-eyed Vireo","After Hatching Year","Unknown"
"B88764653204","9/27/86","Red-eyed Vireo","After Hatching Year","Unknown"
"B88764653286","9/27/86","Red-eyed Vireo","After Hatching Year","Unknown"
"B88764653365","9/15/86","Red-eyed Vireo","After Hatching Year","Unknown"
"B88764653607","10/19/86","Red-eyed Vireo","Hatching Year","Unknown"
"B88764653686","10/19/86","Red-eyed Vireo","After Hatching Year","Unknown"
"B88453462724","3/30/83","Tree Swallow","Second Year","Unknown"
"B88764653846","10/12/86","Red-eyed Vireo","Hatching Year","Unknown"
"B88764655045","5/2/81","Yellow-green Vireo","After Hatching Year","Unknown"
"B88764655685","10/17/82","Red-eyed Vireo","Hatching Year","Unknown"
"B88764655768","10/7/82","Red-eyed Vireo","After Hatching Year","Unknown"
"B88764659207","11/16/85","Yellow-throated Vireo","After Hatching Year","Unknown"
"B88764659525","10/20/85","Red-eyed Vireo","Hatching Year","Unknown"
"B88434402643","2/7/92","La Sagra's Flycatcher","After Hatching Year","Unknown"
"B88434405205","11/14/90","Thick-billed Vireo","Unknown","Unknown"
"B88434408148","2/5/93","La Sagra's Flycatcher","After Hatching Year","Unknown"
"B88434473124","5/28/92","Loggerhead Kingbird","Hatching Year","Unknown"
"B88434473523","1/26/89","Loggerhead Kingbird","After Hatching Year","Unknown"
"B88434473608","10/25/92","Loggerhead Kingbird","After Hatching Year","Unknown"
"B88434473763","10/3/92","Loggerhead Kingbird","After Hatching Year","Unknown"
"B88434473833","7/17/92","Loggerhead Kingbird","Hatching Year","Unknown"
"B88434473844","7/16/92","Loggerhead Kingbird","After Hatching Year","Unknown"
"B88434474084","1/13/93","Loggerhead Kingbird","After Hatching Year","Unknown"
"B88434474244","2/13/91","Loggerhead Kingbird","After Hatching Year","Unknown"
"B88434474404","10/11/90","Loggerhead Kingbird","Unknown","Unknown"
"B88434474728","1/31/93","Loggerhead Kingbird","After Hatching Year","Unknown"
"B88434475443","2/6/91","Loggerhead Kingbird","After Hatching Year","Unknown"
"B88023176407","3/11/93","White-eyed Vireo","After Hatching Year","Unknown"
"B88023176486","3/13/93","White-eyed Vireo","After Hatching Year","Unknown"
