"band","event_date","species_name","band_type_description","bird_status_description","age_description","sex_description"
"B87944978389","5/4/90","Black-whiskered Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B87944978464","5/4/90","Black-whiskered Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B87944978949","6/16/90","Black-whiskered Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B87973218223","10/29/96","Barn Swallow","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Female"
"B87874181018","5/25/94","Cave Swallow","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Male"
"B87874181058","5/25/94","Cave Swallow","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Female"
"B87874181097","5/25/94","Cave Swallow","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Female"
"B87874181377","5/25/94","Cave Swallow","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Female"
"B87874181411","5/24/94","Cave Swallow","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Female"
"B87874181497","5/24/94","Cave Swallow","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Female"
"B87874181578","5/24/94","Cave Swallow","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Female"
"B87874181811","6/30/94","Cave Swallow","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Female"
"B87874181898","6/30/94","Cave Swallow","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Male"
"B87874181937","5/25/94","Cave Swallow","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Male"
"B87874183177","5/24/01","Black-whiskered Vireo","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Male"
"B87874935537","2/21/94","Bell's Vireo","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Male"
"B87974280377","5/29/87","Black-whiskered Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B87974286059","8/15/87","Black-whiskered Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B87974286292","7/26/87","Black-whiskered Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B87974286619","9/6/87","Black-whiskered Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B87974286697","9/6/87","Black-whiskered Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B87974286774","8/30/87","Black-whiskered Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B87974287097","5/10/87","Black-whiskered Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B87974287179","5/9/87","Black-whiskered Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B87974287972","5/23/87","Black-whiskered Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B87974288307","10/3/87","Black-whiskered Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B87974288462","9/27/87","Black-whiskered Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B87974288532","9/19/87","Black-whiskered Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B87974288548","9/19/87","Black-whiskered Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B87974289092","7/16/87","Black-whiskered Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B87974289178","7/16/87","Black-whiskered Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B87974289259","7/15/87","Black-whiskered Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B87983346663","6/11/03","Black-capped Vireo","aluminum\butt end","Normal wild bird.","After Third Year","Male"
"B87983748463","11/15/95","Hammond's Flycatcher","aluminum\butt end","Normal wild bird.","Hatching Year","Female"
"B88013931441","10/14/95","Barn Swallow","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B88014934000","5/2/08","Yellow-throated Vireo","aluminum\butt-end toll free","Normal wild bird.","After Second Year","Female"
"B88764140964","9/15/85","Yellow-green Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B88444013844","8/12/93","Rose-throated Becard","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B88444085174","6/11/93","Ash-throated Flycatcher","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B88444555045","3/12/94","Rose-throated Becard","aluminum\butt end","Normal wild bird.","Second Year","Male"
"B88444555924","3/17/94","Rose-throated Becard","aluminum\butt end","Normal wild bird.","Second Year","Male"
"B88034553365","3/7/08","Rose-throated Becard","aluminum\butt-end toll free","Normal wild bird.","Second Year","Female"
"B88034553683","4/8/10","Rose-throated Becard","aluminum\butt-end toll free","Normal wild bird.","After Second Year","Male"
"B88034554720","6/27/07","Rose-throated Becard","aluminum\butt-end toll free","Normal wild bird.","Second Year","Female"
"B88034554873","5/23/07","Rose-throated Becard","aluminum\butt-end toll free","Normal wild bird.","Second Year","Female"
"B88034554884","4/24/07","Rose-throated Becard","aluminum\butt-end toll free","Normal wild bird.","Second Year","Male"
"B88034555208","11/26/04","Rose-throated Becard","aluminum\butt-end toll free","Normal wild bird.","Hatching Year","Female"
"B88034555605","7/11/06","Rose-throated Becard","aluminum\butt-end toll free","Normal wild bird.","Second Year","Female"
"B88034555685","9/14/06","Rose-throated Becard","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Male"
"B88034555768","4/12/05","Rose-throated Becard","aluminum\butt-end toll free","Normal wild bird.","Second Year","Female"
"B88034817121","4/14/04","Ash-throated Flycatcher","aluminum\butt-end toll free","Normal wild bird.","After Second Year","Male"
"B88034817568","7/14/03","Ash-throated Flycatcher","aluminum\butt-end toll free","Normal wild bird.","After Second Year","Female"
"B88044922164","6/10/05","Northern Rough-winged Swallow","aluminum\butt-end toll free","Normal wild bird.","Hatching Year","Male"
"B88453426405","9/12/85","Eastern Wood-Pewee","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Male"
"B88453426564","9/9/85","Traill's Flycatcher","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Male"
"B88453426878","9/20/85","Barn Swallow","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Female"
"B88453426884","9/20/85","Barn Swallow","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Female"
"B88453428163","10/25/84","Eastern Wood-Pewee","aluminum\butt-end new address","Normal wild bird.","Hatching Year","Male"
"B88453428322","10/16/84","Barn Swallow","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Female"
"B88453428645","10/27/84","Eastern Wood-Pewee","aluminum\butt-end new address","Normal wild bird.","Hatching Year","Male"
"B88064677447","8/3/05","Cassin's Kingbird","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Male"
"B88073616487","11/17/92","Least Flycatcher","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B88073717287","5/11/94","Vermilion Flycatcher","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B88073718641","5/8/94","Vermilion Flycatcher","aluminum\butt end","Normal wild bird.","After Second Year","Male"
"B88073890800","6/5/93","Yellow-green Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B88073892007","4/11/93","Vermilion Flycatcher","aluminum\butt end","Normal wild bird.","Second Year","Male"
"B88073896207","9/22/93","Vermilion Flycatcher","aluminum\butt end","Normal wild bird.","Hatching Year","Male"
"B88073899968","8/3/93","Vermilion Flycatcher","aluminum\butt end","Normal wild bird.","Hatching Year","Male"
"B88074737124","5/15/04","Western Kingbird","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Male"
"B88074737927","5/15/04","Western Kingbird","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Female"
"B88083332583","10/8/93","Red-eyed Vireo","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Male"
"B88473972807","4/18/81","Barn Swallow","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Male"
"B88473973768","10/31/80","Eastern Wood-Pewee","aluminum\butt-end new address","Normal wild bird.","Hatching Year","Male"
"B88473974003","4/11/80","Barn Swallow","aluminum\butt-end new address","Normal wild bird.","After Second Year","Male"
"B88473974089","4/11/80","Barn Swallow","aluminum\butt-end new address","Normal wild bird.","Second Year","Male"
"B88473974328","4/11/80","Northern Rough-winged Swallow","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Male"
"B88473974404","4/11/80","Barn Swallow","aluminum\butt-end new address","Normal wild bird.","Second Year","Male"
"B88473974487","4/11/80","Barn Swallow","aluminum\butt-end new address","Normal wild bird.","After Second Year","Male"
"B88474085125","5/14/01","Traill's Flycatcher","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Female"
"B88084063060","8/10/04","Ash-throated Flycatcher","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Female"
"B88483851404","5/15/82","Traill's Flycatcher","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Female"
"B88484126568","4/11/15","Red-eyed Vireo","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Male"
"B88104303838","11/26/09","Rose-throated Becard","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Female"
"B88104867526","7/5/03","Western Kingbird","aluminum\butt-end toll free","Normal wild bird.","After Second Year","Female"
"B88104867831","5/8/04","Ash-throated Flycatcher","aluminum\butt-end toll free","Normal wild bird.","Second Year","Male"
"B88493393049","9/10/01","Eastern Wood-Pewee","aluminum\butt-end new address","Normal wild bird.","After Hatching Year","Female"
"B88494463364","10/29/02","Gray Kingbird","aluminum\butt-end new address","Normal wild bird.","Hatching Year","Female"
"B88813150813","6/23/66","Red-eyed Vireo","aluminum\butt end","Normal wild bird.","Hatching Year","Female"
"B88813159131","6/29/66","Red-eyed Vireo","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B88503604005","12/27/88","Jamaican Vireo","aluminum\butt end","Normal wild bird.","Hatching Year","Male"
"B88114862608","4/23/10","Black-whiskered Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Male"
"B88114862641","4/23/10","Black-whiskered Vireo","aluminum\butt-end toll free","Normal wild bird.","Second Year","Male"
"B88114862686","4/24/10","Black-whiskered Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Male"
"B88114863001","5/28/07","Black-whiskered Vireo","aluminum\butt-end toll free","Normal wild bird.","After Second Year","Male"
"B88114863448","4/19/06","Black-whiskered Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Female"
"B88114863968","7/11/07","Black-whiskered Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Female"
"B88114864528","6/28/04","Black-whiskered Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Male"
"B88114865648","5/29/04","Black-whiskered Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Female"
"B88114865688","5/31/04","Black-whiskered Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Female"
"B88123165045","4/8/89","Caribbean Elaenia","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B88123165128","4/8/89","Caribbean Elaenia","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B88123165923","4/8/89","Caribbean Elaenia","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B88124257525","2/21/07","Tree Swallow","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Male"
"B88124993528","6/3/09","Yellow-green Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Male"
"B88124994004","5/14/08","Red-eyed Vireo","aluminum\butt-end toll free","Normal wild bird.","After Hatching Year","Female"
"B88133225123","5/7/88","Caribbean Elaenia","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B88133225833","5/8/88","Caribbean Elaenia","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B88133225842","5/8/88","Caribbean Elaenia","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B88134163443","4/29/05","Gray Kingbird","aluminum\butt-end toll free","Normal wild bird.","After Second Year","Female"
"B88143330801","5/4/90","Caribbean Elaenia","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B88143344168","7/2/90","Caribbean Elaenia","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B88143344324","6/16/90","Lesser Antillean Pewee","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B88143344564","6/16/90","Caribbean Elaenia","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B88143816008","6/11/88","Caribbean Elaenia","aluminum\butt end","Normal wild bird.","After Hatching Year","Female"
"B88143817567","2/19/89","Caribbean Elaenia","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B88143817648","3/11/89","Caribbean Elaenia","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B88143817688","3/11/89","Caribbean Elaenia","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B88143817761","3/11/89","Caribbean Elaenia","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B88143818128","1/14/89","Caribbean Elaenia","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B88143818281","1/14/89","Caribbean Elaenia","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B88143818443","12/27/88","Caribbean Elaenia","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
"B88143818723","1/22/89","Caribbean Elaenia","aluminum\butt end","Normal wild bird.","After Hatching Year","Male"
